memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
retold,1,7,We went into a lot of hotels and gambled for hours.,0.5,0.25,0.75
retold,1,8,Later that night we tried to gamble more but I could not find any of our money.,1.0,0.375,1.0
retold,1,12,It was only twenty dollars but it was enough for some good breakfast.,0.375,0.25,0.5
retold,1,14,We thought all hope was gone when we put that money in that we were expecting to lose.,0.25,0.125,0.375
retold,1,15,But just then we saw all the pictures lining up and we won over a thousand dollars.,0.875,0.25,0.875
retold,1,16,We were very exited and went to cash it in.,0.375,0.125,0.5
imagined,3,0,Two months ago I had to take a tech program examination.,0.75,0.625,1.0
imagined,3,1,My standing at work was under challenge by other people in my company.,0.75,0.5,0.875
imagined,3,2,If I didn't pass the test I would have been demoted and I would have had my pay lowered.,0.625,0.375,0.625
imagined,3,3,I didn't want that so I tried my best to pass it.,0.375,0.25,0.625
imagined,3,4,It was an extremely stressful time.,0.375,0.125,0.5
imagined,3,6,It was sprung on me at a moment's notice.,0.5,0.25,0.75
imagined,3,10,I started to calm down when I noticed that the questions were things I was very familiar with.,0.625,0.25,0.75
imagined,3,11,This gave me confidence that I needed at the time.,0.5,0.375,0.75
imagined,3,14,I was able to keep my social standing and position in the company.,0.625,0.5,0.75
recalled,1,2,Your boss or someone else is supposed to help you but I was on my own.,0.625,0.0,0.625
recalled,1,3,There was no study book or no specific time set aside for me.,0.375,0.125,0.5
recalled,1,6,I was one course away from finishing the first section of 2 and i could not pass the quiz for the life of me.,0.625,0.125,0.625
recalled,1,7,You get three attempts before the boss has to ask for the course to be reset.,0.5,0.125,0.5
recalled,1,8,I had to use that twice.,0.625,0.375,0.75
recalled,1,12,It ended up taking me all of that Saturday when i was expecting about an hour or so.,0.5,0.375,0.75
recalled,1,13,It was now off to the final.,0.5,0.375,0.625
recalled,1,14,I passed it first try and got that monkey off my back.,0.75,0.375,0.875
retold,2,0,I had to fight with how awful the computer program was.,0.75,0.25,0.875
retold,2,2,You only had three times to pass (and the questions changed) before you had to request a reset.,0.625,0.125,0.625
retold,2,3,I used my three attempt and could not figure out how to request a reset.,0.625,0.375,0.875
retold,2,4,My store does not really have new employees so my boss had no idea how to reset it either.,0.5,0.375,0.75
retold,2,5,I had to call and basically do my own research before figuring it out.,0.625,0.5,0.875
retold,2,6,That took a couple days.,0.125,0.0,0.125
retold,2,8,I thought I would be there for 2 hours.,0.375,0.0,0.375
retold,2,9,I ended up being there for 6 hours.,0.75,0.125,0.875
retold,2,10,I passed though.,0.75,0.5,1.0
retold,2,11,Now I am fully involved in work and dont feel like my job is threatened.,0.5,0.375,0.5
retold,2,14,In the end I would say it was worth it.,0.125,0.0,0.125
imagined,1,0,4 months ago I had the most amazing experience of my life.,0.75,0.125,0.75
imagined,1,1,I decided to take a few weeks off from work and just reconnect with myself and nature.,0.75,0.125,0.75
imagined,1,2,"A friend had suggested I go to Alaska, it was far away and desolate, it sounded perfect.",0.5,0.0,0.5
imagined,1,3,After much research I wound up agreeing to go dog mushing around the interior of Alaska with a native of the area.,0.875,0.125,0.875
imagined,1,16,"I had never seen a moose up close, it was breathtaking.",0.5,0.25,0.625
recalled,3,0,It was a warm winter day in the interior of Alaska with the sun shining brighter than  it has in months.,0.375,0.125,0.5
recalled,3,5,We ran without a break until we got to the river and i could tell the dogs were getting tired.,0.375,0.25,0.625
recalled,3,6,We took a break right before the downhill to cross the river and when i looked up i noticed a moose just across the bank.,0.625,0.25,0.75
recalled,3,7,"The dogs were so tired they didn't even notice, the more i watched this big cow moose eat off the trees i noticed a calf emerge from the woods behind her.",0.625,0.25,0.75
recalled,3,9,"While i was watching the moose i heard a scream not too far off which sounded like a cat, and indeed it was.",1.0,0.0,1.0
recalled,3,10,Only 45-50 yards away from the moose was a full grown lynx walking the bank of the river.,0.875,0.125,0.875
recalled,3,11,Lynx are extremely rare to see in the wild and i was excited.,0.25,0.125,0.375
recalled,3,13,Just when i thought this free nature show couldn't get any better a second lynx walked out from the woods and began a mating call with the first lynx.,0.625,0.125,0.75
recalled,3,14,I listened to them and watched them walk the bank for what seemed like and hour.,0.375,0.125,0.5
retold,2,6,As I looked out to my amazement I saw a baby moose struggling through the snow.,0.875,0.125,0.875
retold,2,7,A minute later I spotted the mom moose not far behind.,0.5,0.125,0.625
retold,2,9,"Next, I heard a strange sound I hadn’t heard before.",0.625,0.0,0.625
retold,2,10,"As I looked out I saw something trotting through the woods, not far from the moose.",0.625,0.0,0.625
retold,2,11,To my surprise it was a lynx.,0.625,0.0,0.625
retold,2,12,Lynx are a pretty rare sight as they are very sneaky.,0.125,0.0,0.125
retold,2,13,"I noticed another lynx not far behind the first one, it was an amazing sight.",0.625,0.0,0.625
imagined,2,0,Last month was Amy's birthday and she had decided to throw herself a party since she was turning 30.,1.0,0.75,1.0
imagined,2,2,It said to meet at the Korean BBQ place in town at 8pm.,0.375,0.25,0.625
imagined,2,3,"I was anxious because I never had Korean BBQ, but I decided to go anyway.",0.625,0.375,0.75
imagined,2,4,I am so glad I did!,0.375,0.125,0.5
imagined,2,6,They cook it on the table right in front of you.,0.375,0.125,0.5
imagined,2,7,The sauces were the best part.,0.375,0.0,0.375
imagined,2,8,There was a red bean sauce that I fell in love with.,0.375,0.125,0.375
imagined,2,9,The desserts were even better.,0.5,0.0,0.5
imagined,2,10,They had real vanilla bean ice cream and some amazing cakes.,0.375,0.125,0.375
imagined,2,11,If it wasn't so expensive I would probably eat there every night.,0.25,0.125,0.375
imagined,2,12,Amy had a great time.,0.375,0.25,0.5
imagined,2,13,After the dinner everyone was going home but I was still pretty awake and wasn't looking forward to sitting at home.,0.5,0.125,0.5
imagined,2,15,He asked if I wanted to join him.,0.375,0.25,0.5
imagined,2,17,We drove to his house and relaxed on the couch and watched Zootopia until It was time for me to go home.,0.5,0.25,0.75
imagined,2,18,It was a great night.,0.25,0.0,0.25
recalled,3,0,Dear Diary.,0.125,0.0,0.125
recalled,3,2,We had dinner at a korean bbq restaurant.,0.75,0.625,1.0
recalled,3,4,They picked me up at around 5 PM but had to make a stop at Target first because some of my friends had not bought a birthday gift yet.,0.5,0.375,0.875
recalled,3,7,We were one of the first people to get to the restaurant so we got to pick which table we wanted to sit at and thankfully we all got to sit together.,0.375,0.25,0.625
recalled,3,8,"It was interesting because my friend had invited 25 people, so many people who were invited I did not even talk to.",0.375,0.125,0.5
recalled,3,9,Most of us did not even talk to the birthday girl because she was sitting at a different table from most of us.,0.625,0.5,0.875
recalled,3,12,"The food was expensive and so was the commute (1 hour), but I still think it was worth it.",0.375,0.25,0.625
recalled,3,14,"Afterwards my friend I was sitting next to at the restaurant asked if I wanted to go see a movie at her apartment, so I did and we watched Zootopia.",0.5,0.375,0.75
retold,1,3,"It was a huge tower-like container that has a switch and when you open it, soju just comes flowing out.",0.75,0.125,0.75
retold,1,4,The price of it was more than $30 so I was really surprised to see the restaurant just gave it to us on the house.,0.625,0.0,0.625
retold,1,5,I was also surprised by how many people showed up.,0.375,0.125,0.5
retold,1,6,I hadn't checked who else was coming and I was pleasantly surprised to see some friends I hadn't seen in a while.,0.375,0.25,0.625
retold,1,7,"This dinner was significant to me because my friend was turning 21, an age that is pretty important to a lot of teens.",0.5,0.25,0.625
retold,1,8,"It wasn't as important to me, but it was to my friend because she is quite a heavy drinker, so that made it important to me too.",0.375,0.125,0.5
retold,1,10,I was anxious at first because I wasn't sure where I would be sitting.,0.375,0.0,0.375
retold,1,11,Since my friend invited a lot of people I knew it was pretty guaranteed I wouldn't be able to sit with her.,0.625,0.25,0.625
retold,1,12,But I ended up finding a lot of people I knew and had a good time catching up with them.,0.625,0.0,0.625
retold,1,14,"This event was significant to me as well because I hadn't seen this friend in a while, and I got to see the new place she moved out to.",0.625,0.25,0.75
retold,1,15,"It was the first time she was finally living on her own, and it was nice to see her slowly going into adulthood more.",0.5,0.125,0.5
retold,1,16,I had a really good experience writing this because it made me feel all these happy feelings I felt when I was going to the party and to my friend's house.,0.25,0.125,0.375
imagined,1,0,"Dear Diary, Today was a great day!",0.625,0.125,0.625
imagined,1,4,The best one would be selected to be implemented by the boss.,0.125,0.0,0.125
imagined,1,6,I wanted this very badly.,0.25,0.125,0.375
imagined,1,10,I was so excited when I found out that mine had won!,0.75,0.0,0.75
recalled,2,0,i am work in an manufacturing company.,0.5,0.25,0.5
recalled,2,1,i were select as an chief designer for new product used in automotive parts.,0.875,0.375,0.875
recalled,2,7,i made high potential and efficiency obtained that was quiet surprising.,0.875,0.0,0.875
recalled,2,11,i were promoted after the success of my project.,0.75,0.25,0.75
recalled,2,12,the promotion were general designer.,0.125,0.0,0.125
retold,3,0,"Today I am terrified of public speaking, even the thought of it made me tried.",0.25,0.125,0.25
retold,3,1,"My problem was I had social anxiety so over course of 1 o 2 years I am gradually overcame my problem, without the help of any therapist.",0.375,0.25,0.375
retold,3,2,I believed in myself.,0.125,0.0,0.125
retold,3,6,"this is where the core of my problem lies, A fear of public speaking is often  related with social anxiety and being afraid what others think, dislike being the center of attention being judged etc.",0.125,0.0,0.125
retold,3,8,I used to be petrified of speaking in public.,0.125,0.0,0.125
retold,3,10,I started raising my hand o speak as often as possible.,0.625,0.125,0.75
retold,3,11,I developed a workshop.,0.625,0.25,0.875
retold,3,14,A lack of structure often causes a speaker to get  nervous and perform poorly.,0.125,0.0,0.125
retold,3,16,you hardly ever forget what you want to say and You give he audience a great way to stay engaged the entire time.,0.125,0.0,0.125
imagined,3,1,I received the best news that I could have hoped for.,0.625,0.25,0.625
imagined,3,2,I am all good and cancer free!,0.875,0.25,1.0
imagined,3,3,This has been a rollercoaster of a year.,0.375,0.125,0.5
imagined,3,12,I have two young children and a wonderful life.,0.125,0.0,0.125
recalled,1,2,When the results returned the doctor saw I had a high PSA count.,1.0,0.125,1.0
recalled,1,3,It was 12.,0.375,0.125,0.5
recalled,1,4,391 and for a man my age it should have been less than 4.,0.375,0.25,0.5
recalled,1,5,"After a biopsy, the doctor informed me that I have prostate cancer.",0.75,0.125,0.875
